math,eng,state,years
734,734,Illinois,2020
642,234,Maine,2020
526,604,Georgia,2019
627,375,Oregon,2021
339,750,Massachusetts,2021
548,344,New York,2020
221,434,Georgia,2019
349,229,Rhode Island,2021
604,285,Michigan,2021
580,532,South Carolina,2019
435,450,Louisiana,2021
579,498,Massachusetts,2019
409,518,Nevada,2020
465,376,Tennessee,2021
492,363,Florida,2021
303,790,Idaho,2021
299,414,New Jersey,2021
387,274,Wisconsin,2019
455,584,Maine,2021
556,759,Wyoming,2021
385,692,Connecticut,2019
564,542,Kansas,2020
492,466,Wyoming,2020
448,333,Montana,2021
253,362,Ohio,2019
335,453,Missouri,2019
545,640,Arizona,2020
278,595,Nebraska,2020
462,578,Texas,2020
633,539,Utah,2021
598,618,Alabama,2021
583,241,Oklahoma,2021
242,293,Louisiana,2021
254,501,Maryland,2020
726,567,North Carolina,2020
411,540,New Hampshire,2021
712,537,Tennessee,2020
707,614,Alaska,2019
328,429,Louisiana,2021
613,377,Georgia,2019
391,792,Hawaii,2019
240,743,Montana,2021
800,499,Maine,2020
613,388,Connecticut,2021
294,791,Nevada,2020
398,570,West Virginia,2020
356,322,Massachusetts,2020
351,322,Florida,2021
582,436,Vermont,2021
394,592,Delaware,2020
391,477,Washington,2020
388,706,Ohio,2019
523,315,Indiana,2021
453,404,Montana,2021
534,753,Massachusetts,2019
735,753,Illinois,2020
246,725,Wyoming,2020
426,227,New Jersey,2021
388,435,Idaho,2021
235,458,Minnesota,2020
344,368,Pennsylvania,2019
543,733,Ohio,2020
755,460,New York,2021
718,644,South Dakota,2020
585,442,New Hampshire,2021
668,268,Nebraska,2019
781,743,Illinois,2019
354,652,Massachusetts,2019
360,290,Maine,2021
626,316,Maryland,2020
422,389,New York,2020
286,236,Montana,2020
762,443,Texas,2021
351,614,Washington,2019
203,754,Florida,2019
610,238,Georgia,2019
351,543,California,2021
583,635,Kansas,2019
674,702,North Carolina,2020
725,228,Kansas,2021
314,428,Rhode Island,2020
717,678,Rhode Island,2020
328,263,Arizona,2019
477,616,Arizona,2020
489,738,Indiana,2019
256,589,New Mexico,2021
423,800,Missouri,2020
448,549,Wyoming,2020
316,325,Tennessee,2020
719,346,Massachusetts,2020
774,447,New Jersey,2021
346,634,Hawaii,2020
566,595,Pennsylvania,2019
562,476,Montana,2021
778,760,California,2019
745,604,Ohio,2019
285,499,New Mexico,2020
711,505,Kentucky,2020
227,348,Alaska,2019
779,743,California,2021
257,275,Kentucky,2020
366,493,Alabama,2021
263,481,Massachusetts,2019
345,489,Colorado,2019
289,212,North Carolina,2019
503,493,Washington,2020
492,292,Louisiana,2020
637,785,New Mexico,2020
532,294,Mississippi,2021
672,414,Georgia,2021
660,769,Oregon,2019
348,639,Nebraska,2021
298,630,Mississippi,2021
419,337,Maine,2020
381,467,New Hampshire,2019
541,519,Arkansas,2019
355,200,North Dakota,2020
761,730,Kansas,2021
714,315,Delaware,2020
713,754,Montana,2020
480,392,Connecticut,2019
287,543,Alaska,2020
301,324,New Jersey,2021
297,311,Wyoming,2019
559,437,Alabama,2021
679,618,Rhode Island,2020
421,753,Nevada,2020
613,610,Washington,2020
319,297,New Hampshire,2021
689,726,Alabama,2021
351,560,Mississippi,2021
608,354,Kentucky,2020
728,674,Nebraska,2019
231,200,Utah,2019
652,344,Michigan,2020
469,262,Colorado,2019
545,587,South Dakota,2020
542,603,Ohio,2020
581,713,Texas,2020
482,584,California,2021
611,575,Maine,2019
496,694,California,2020
685,595,Kentucky,2021
524,645,Minnesota,2021
748,457,Arizona,2021
580,487,Arizona,2019
280,686,Kentucky,2019
523,370,California,2020
731,307,Florida,2021
733,577,Maryland,2020
322,374,Massachusetts,2020
319,587,Wyoming,2019
667,205,California,2021
475,444,Louisiana,2020
389,797,Mississippi,2021
450,682,Mississippi,2019
678,708,California,2019
350,315,Louisiana,2021
599,296,Massachusetts,2021
414,315,Connecticut,2021
515,539,Arizona,2021
350,688,California,2020
536,354,Indiana,2019
644,271,Oklahoma,2019
593,586,Vermont,2019
538,719,Arkansas,2021
799,633,Georgia,2021
694,417,California,2019
617,551,Nebraska,2020
622,590,South Dakota,2021
757,535,Oregon,2020
368,701,Alabama,2019
489,435,Hawaii,2020
608,317,California,2021
377,312,Arizona,2019
333,643,Utah,2021
358,212,Georgia,2019
739,264,Illinois,2021
785,461,Alaska,2021
703,325,New Jersey,2020
412,211,Oregon,2021
328,646,Michigan,2019
267,681,Hawaii,2019
738,221,Alaska,2020
312,249,Wisconsin,2021
469,633,Wisconsin,2019
476,458,Nevada,2020
281,497,Oklahoma,2020
534,360,South Dakota,2019
800,255,Ohio,2020
229,633,Alaska,2019
210,360,Massachusetts,2019
205,734,Virginia,2019
579,683,South Carolina,2019
462,421,Vermont,2019
538,686,Ohio,2019
306,399,Arizona,2021
569,681,Maine,2019
277,364,Maryland,2020
236,329,Arizona,2020
668,357,North Dakota,2020
644,722,Massachusetts,2021
655,392,Massachusetts,2019
374,320,Texas,2021
560,537,Delaware,2021
511,265,Illinois,2019
799,555,Minnesota,2020
471,573,Idaho,2020
553,267,Connecticut,2020
410,381,Vermont,2021
544,484,Nevada,2019
412,207,Nevada,2019
718,476,Kansas,2019
433,249,Montana,2021
797,702,Idaho,2019
265,740,Florida,2019
322,572,Michigan,2020
477,722,Wyoming,2019
338,630,Arizona,2021
541,462,New Hampshire,2019
554,569,Colorado,2019
408,369,Ohio,2020
416,689,Kansas,2020
281,584,Georgia,2021
739,507,New Jersey,2019
309,318,Florida,2020
391,693,Minnesota,2019
678,535,Colorado,2019
503,482,Montana,2019
291,302,Oklahoma,2021
800,567,Kansas,2019
565,212,Wyoming,2021
331,336,Washington,2020
533,655,Georgia,2020
565,762,Michigan,2021
450,497,New Mexico,2020
597,789,Rhode Island,2020
286,780,Massachusetts,2020
304,664,North Dakota,2021
334,453,South Carolina,2020
478,235,Hawaii,2021
244,645,Kansas,2019
235,640,New Jersey,2019
407,724,North Carolina,2019
392,319,South Dakota,2021
569,531,New Hampshire,2021
697,783,Alabama,2019
431,206,North Dakota,2020
568,201,Mississippi,2021
764,244,Missouri,2021
786,581,Alaska,2020
790,640,Utah,2020
777,748,Arizona,2021
287,277,Maine,2019
670,216,Nevada,2020
306,662,New Jersey,2019
754,250,Wyoming,2020
571,590,Kansas,2020
260,779,Wisconsin,2019
642,732,Wisconsin,2020
641,470,Florida,2020
212,570,Nebraska,2021
277,655,Indiana,2020
620,365,Missouri,2020
718,227,Idaho,2019
619,436,California,2019
205,718,Montana,2021
240,288,West Virginia,2020
310,549,Massachusetts,2019
399,651,Wisconsin,2020
481,209,Louisiana,2021
620,513,Ohio,2020
501,298,Idaho,2021
621,351,Iowa,2021
201,449,Mississippi,2021
626,276,Tennessee,2021
783,323,Oregon,2020
383,317,South Carolina,2019
400,729,Nevada,2021
276,618,Missouri,2021
545,204,Louisiana,2021
390,479,Texas,2019
678,642,New Jersey,2019
795,544,Maryland,2020
641,763,Delaware,2020
455,553,North Carolina,2020
331,558,Minnesota,2019
222,234,North Carolina,2019
278,761,Wyoming,2019
441,392,West Virginia,2019
406,582,Nevada,2020
681,225,West Virginia,2021
341,765,Florida,2020
339,437,Alaska,2021
665,553,South Dakota,2020
658,213,Iowa,2020
553,527,Texas,2021
749,309,New York,2019
593,600,New Hampshire,2019
455,768,New York,2021
674,344,Oklahoma,2019
645,326,Arizona,2020
511,668,Maryland,2019
417,229,New Mexico,2019
515,547,Idaho,2019
220,694,North Carolina,2019
653,203,Delaware,2020
391,514,Rhode Island,2021
714,268,Alabama,2019
375,753,Iowa,2019
715,726,Ohio,2021
344,765,Missouri,2021
786,593,New York,2020
384,718,Georgia,2020
634,771,California,2021
653,662,Montana,2021
435,420,Washington,2019
390,320,Ohio,2021
590,328,Connecticut,2020
603,564,Missouri,2019
306,466,Oklahoma,2021
768,245,Vermont,2020
734,410,Alaska,2019
709,276,Kentucky,2021
559,274,Vermont,2021
531,231,Missouri,2021
604,768,Oregon,2019
625,395,Missouri,2019
340,553,New Hampshire,2021
328,667,Nebraska,2021
520,634,Arkansas,2019
723,789,Oklahoma,2021
478,259,North Carolina,2019
339,221,Wisconsin,2019
602,658,California,2019
368,646,New York,2019
616,371,Rhode Island,2019
536,766,Alaska,2020
640,378,Virginia,2021
512,384,Montana,2019
462,745,Alabama,2019
667,625,Mississippi,2021
459,740,Kansas,2020
447,750,North Dakota,2021
201,486,Wisconsin,2020
296,512,New Hampshire,2020
231,728,Missouri,2021
399,707,Nevada,2021
595,244,Wyoming,2019
754,510,Tennessee,2021
744,565,New Jersey,2019
661,330,Michigan,2021
612,221,Arizona,2020
460,395,Oklahoma,2019
732,732,New Mexico,2020
335,253,Missouri,2020
464,327,Texas,2020
678,590,Wyoming,2020
560,780,Louisiana,2021
408,442,California,2019
572,571,Rhode Island,2019
354,536,South Carolina,2021
549,447,Iowa,2019
472,757,Maryland,2019
299,290,Washington,2021
273,359,Nevada,2019
294,367,Georgia,2019
794,578,Virginia,2020
333,601,Hawaii,2019
800,340,Illinois,2021
601,393,Kansas,2019
371,487,Massachusetts,2021
535,271,Washington,2020
586,385,New Hampshire,2020
603,544,Minnesota,2019
484,513,Texas,2020
549,318,Florida,2020
628,782,Pennsylvania,2021
456,398,Washington,2020
237,297,Minnesota,2019
773,665,Vermont,2021
394,263,Missouri,2019
667,572,Arizona,2021
661,693,Pennsylvania,2020
337,624,Colorado,2021
207,215,South Dakota,2019
427,579,Virginia,2020
511,604,Connecticut,2020
470,325,West Virginia,2019
632,776,Pennsylvania,2021
448,454,Oklahoma,2021
363,687,North Dakota,2019
461,376,Nevada,2020
290,639,Illinois,2021
423,222,Texas,2021
481,507,Montana,2020
455,517,Illinois,2021
410,768,Nevada,2020
462,709,Idaho,2021
282,660,West Virginia,2019
510,729,Rhode Island,2020
432,583,Indiana,2021
788,280,California,2020
449,552,Indiana,2020
533,642,Maine,2019
273,652,Mississippi,2019
318,297,Nevada,2021
522,793,Arkansas,2020
214,580,Maine,2020
291,413,Alaska,2021
300,796,Louisiana,2019
725,643,New York,2020
722,698,Arkansas,2021
603,362,Maine,2020
677,735,Georgia,2020
677,377,Montana,2019
486,258,Ohio,2021
668,709,Nevada,2020
468,315,Louisiana,2021
444,278,Wisconsin,2020
783,440,Kentucky,2021
736,746,Iowa,2021
563,497,Colorado,2019
676,217,Florida,2019
645,651,Montana,2019
608,718,Kentucky,2019
602,750,Arizona,2020
723,226,New Jersey,2020
677,644,Nevada,2020
300,608,South Carolina,2020
641,638,Arkansas,2019
284,273,Maryland,2021
308,483,Arizona,2019
280,793,Oklahoma,2020
741,319,Kansas,2020
605,549,Vermont,2021
362,408,Texas,2019
355,576,West Virginia,2020
479,321,Hawaii,2019
644,406,Montana,2019
463,610,Kansas,2020
382,737,Vermont,2020
436,471,Nevada,2019
495,447,Maine,2019
799,389,Nevada,2021
605,763,Arkansas,2021
397,744,South Carolina,2021
310,795,Virginia,2019
540,515,Connecticut,2019
576,696,Washington,2020
488,719,Kansas,2021
689,302,North Carolina,2021
313,591,Alabama,2019
222,368,Ohio,2021
738,775,Delaware,2019
245,726,Ohio,2021
355,522,Michigan,2019
499,482,Illinois,2021
475,737,Idaho,2021
325,743,Delaware,2020
209,347,Michigan,2020
732,363,Idaho,2021
268,752,North Dakota,2020
538,629,Nebraska,2019
352,221,New York,2020
789,484,Minnesota,2019
514,680,Massachusetts,2020
391,332,North Dakota,2021
391,313,Nevada,2020
284,648,Kentucky,2020
515,726,Hawaii,2019
506,742,Georgia,2021
651,267,Ohio,2020
240,772,New Jersey,2019
238,540,Alaska,2019
553,367,Kentucky,2021
609,342,Texas,2019
789,244,Virginia,2020
518,200,Tennessee,2020
408,640,North Carolina,2020
798,447,Georgia,2020
379,369,Virginia,2020
712,395,New York,2021
800,693,Wisconsin,2021
477,550,Wisconsin,2019
405,336,Kentucky,2020
560,366,Nebraska,2021
652,702,Tennessee,2021
621,379,Florida,2020
719,235,Oklahoma,2019
262,294,Minnesota,2020
311,310,Arkansas,2020
366,641,North Carolina,2021
552,209,Washington,2021
543,473,West Virginia,2019
480,689,Wyoming,2019
485,749,South Dakota,2020
763,632,Missouri,2020
726,740,Wyoming,2019
436,781,Louisiana,2020
418,492,Michigan,2020
293,531,Utah,2019
659,601,Alabama,2019
441,560,Washington,2020
266,692,Montana,2019
584,753,Montana,2020
552,769,Maine,2020
782,767,Iowa,2019
492,246,North Dakota,2021
613,300,Connecticut,2020
205,661,Minnesota,2021
582,280,South Dakota,2019
485,353,Tennessee,2021
453,608,Vermont,2019
452,410,Nebraska,2019
763,409,New Jersey,2020
216,248,Kentucky,2020
295,473,Idaho,2020
620,648,North Dakota,2019
682,720,Florida,2020
790,601,Wisconsin,2021
359,775,Arkansas,2019
347,391,Wisconsin,2019
532,665,Oregon,2021
665,566,Maryland,2021
612,729,Connecticut,2019
366,375,South Carolina,2019
693,731,Louisiana,2019
768,320,South Carolina,2020
660,211,Nevada,2021
609,557,Pennsylvania,2020
618,388,Minnesota,2019
542,784,Nebraska,2020
547,639,Kansas,2020
265,527,Connecticut,2020
700,218,Utah,2019
796,743,Kentucky,2019
721,256,New Mexico,2021
450,624,Indiana,2021
404,331,Alabama,2019
241,381,Delaware,2019
202,695,Texas,2020
321,479,Minnesota,2020
265,652,Vermont,2021
482,389,Maryland,2019
485,682,Montana,2019
657,663,New Mexico,2020
691,264,Connecticut,2021
752,496,Delaware,2020
559,321,North Dakota,2021
741,384,Minnesota,2021
765,268,Indiana,2020
655,384,Oregon,2020
264,691,Texas,2020
278,337,South Dakota,2021
473,218,Washington,2019
532,703,Indiana,2019
535,414,Nebraska,2019
535,797,Tennessee,2020
680,613,Massachusetts,2020
734,475,Florida,2021
441,516,Oklahoma,2020
614,650,Arizona,2019
719,304,Hawaii,2020
318,767,Washington,2019
370,437,New Hampshire,2021
665,458,Pennsylvania,2020
352,756,Pennsylvania,2021
414,394,Missouri,2021
718,440,Tennessee,2019
251,635,North Carolina,2020
702,706,North Dakota,2019
373,613,New Mexico,2020
260,339,California,2019
529,656,Maryland,2019
775,614,Alabama,2020
641,471,Utah,2019
315,759,Maryland,2019
584,217,Kentucky,2021
277,302,Georgia,2020
314,452,Ohio,2021
667,315,New York,2019
666,303,Arkansas,2019
339,496,Mississippi,2019
374,717,Montana,2020
486,562,Tennessee,2019
269,250,Connecticut,2021
684,710,Kansas,2019
232,665,Wisconsin,2021
206,286,Wisconsin,2019
238,250,Texas,2020
733,703,Iowa,2021
418,525,Delaware,2019
751,750,Montana,2021
333,368,Colorado,2021
448,273,Tennessee,2021
351,364,Maine,2021
685,555,Alabama,2020
383,578,West Virginia,2021
593,442,Nebraska,2021
302,413,Oregon,2020
251,743,Mississippi,2020
311,699,Arkansas,2020
700,279,Hawaii,2019
349,712,Minnesota,2019
783,737,Florida,2021
736,520,Nebraska,2020
575,696,South Dakota,2019
675,515,Kentucky,2020
471,770,Mississippi,2019
456,519,Nebraska,2021
254,483,Washington,2019
695,786,Minnesota,2020
315,565,Alabama,2020
642,468,Maryland,2019
310,720,Illinois,2019
370,749,Nevada,2019
580,765,Washington,2021
713,667,Alaska,2021
485,637,Ohio,2020
450,547,Ohio,2019
636,709,Washington,2021
526,749,Louisiana,2019
316,254,South Carolina,2021
234,567,New York,2020
434,546,Michigan,2019
780,411,Virginia,2020
686,226,Colorado,2020
799,331,West Virginia,2021
566,416,Texas,2020
507,435,North Dakota,2020
206,530,Idaho,2020
505,609,Texas,2021
458,443,West Virginia,2021
356,593,Oklahoma,2021
773,758,Arizona,2021
527,357,Alabama,2021
388,541,Alabama,2019
388,404,Colorado,2021
710,523,Tennessee,2019
210,361,Idaho,2021
583,405,Mississippi,2019
721,727,New Mexico,2021
560,800,West Virginia,2021
675,452,Idaho,2020
658,684,Louisiana,2021
324,319,Tennessee,2019
215,735,Indiana,2021
297,429,Mississippi,2019
516,684,New Mexico,2021
717,201,North Carolina,2020
559,682,Georgia,2021
785,649,Illinois,2021
750,670,Delaware,2019
351,606,Oklahoma,2020
375,756,New Mexico,2020
316,234,Connecticut,2021
774,725,Virginia,2019
426,481,Washington,2019
558,420,North Dakota,2020
659,750,Utah,2020
480,574,Massachusetts,2021
485,698,New Mexico,2020
589,341,California,2020
429,297,New York,2020
647,231,Hawaii,2020
758,701,Indiana,2019
371,365,California,2020
406,724,Utah,2020
382,402,Virginia,2021
278,633,Indiana,2019
784,672,Delaware,2020
360,285,Utah,2020
576,774,Pennsylvania,2020
399,696,Tennessee,2021
294,732,Louisiana,2021
397,206,Maryland,2021
451,643,North Carolina,2019
478,274,Delaware,2019
800,274,Hawaii,2021
285,755,Vermont,2020
253,460,Alabama,2020
647,310,New Mexico,2021
577,421,Michigan,2019
353,745,Oklahoma,2019
662,563,Georgia,2020
709,426,South Carolina,2019
787,293,Texas,2020
286,206,Massachusetts,2021
729,504,Alabama,2020
719,638,Hawaii,2019
215,240,Maine,2020
353,599,New Jersey,2019
205,205,Alaska,2019
296,200,Alaska,2019
391,522,Idaho,2021
756,381,West Virginia,2019
664,586,Vermont,2020
243,772,Pennsylvania,2020
650,670,Mississippi,2020
529,430,Michigan,2019
758,207,Hawaii,2020
297,707,Ohio,2021
404,686,Montana,2020
286,502,Colorado,2020
338,656,New Hampshire,2019
233,557,Montana,2020
784,203,Arizona,2019
231,426,Arkansas,2021
797,674,West Virginia,2019
707,623,Alabama,2020
641,491,Tennessee,2020
669,703,Montana,2021
609,384,Connecticut,2019
433,373,Tennessee,2021
521,750,Nevada,2021
245,564,Nevada,2019
631,529,Massachusetts,2019
524,236,Arkansas,2019
702,584,Oklahoma,2021
465,252,Tennessee,2019
635,584,Arizona,2020
436,704,New Jersey,2019
224,536,Tennessee,2021
295,566,New Hampshire,2019
518,704,Georgia,2019
360,507,Iowa,2019
645,659,New York,2021
627,650,Maine,2021
663,671,Nebraska,2019
379,332,Massachusetts,2021
469,305,Alaska,2021
415,713,Washington,2021
427,431,South Carolina,2020
599,777,Florida,2019
410,404,Maine,2020
601,643,Arizona,2019
469,568,West Virginia,2021
548,693,Kansas,2021
282,358,Kansas,2019
489,568,Missouri,2020
482,640,Tennessee,2021
274,717,Louisiana,2020
402,416,Montana,2020
675,571,Massachusetts,2020
761,216,Massachusetts,2021
629,413,North Carolina,2019
203,452,Georgia,2020
358,759,Vermont,2019
223,363,Illinois,2021
429,499,California,2021
707,787,Florida,2020
246,455,Missouri,2020
638,326,Idaho,2019
277,510,South Dakota,2021
538,200,Idaho,2021
630,736,Pennsylvania,2019
549,717,Wisconsin,2020
399,407,Texas,2020
482,638,Texas,2019
500,513,Vermont,2019
265,352,Florida,2021
743,521,Wisconsin,2019
669,517,Tennessee,2021
627,291,Vermont,2020
219,715,Vermont,2019
613,604,New York,2019
329,329,West Virginia,2021
484,215,Arkansas,2021
240,692,Wisconsin,2020
215,352,West Virginia,2021
326,233,California,2019
739,745,California,2019
789,720,Wyoming,2021
503,340,Vermont,2019
735,644,Nebraska,2020
794,757,Vermont,2019
596,678,New Hampshire,2019
404,620,Texas,2019
761,259,North Dakota,2021
639,635,California,2020
657,448,New Hampshire,2019
629,721,Florida,2019
766,322,North Dakota,2020
490,451,North Carolina,2019
709,389,Washington,2020
484,396,Minnesota,2020
547,365,Tennessee,2019
368,215,Wyoming,2020
360,619,California,2020
228,217,Idaho,2019
295,595,Vermont,2021
630,540,Kansas,2019
228,744,Louisiana,2019
508,236,New Mexico,2021
471,743,Massachusetts,2021
591,571,North Dakota,2019
430,316,Nebraska,2021
491,458,New Hampshire,2021
651,434,Washington,2020
347,246,South Dakota,2021
275,204,Nebraska,2020
502,372,Minnesota,2020
274,420,Idaho,2019
224,724,Alabama,2020
346,437,Florida,2021
478,522,Tennessee,2021
795,217,Oregon,2021
219,228,Connecticut,2020
568,487,Wyoming,2020
531,548,Vermont,2019
775,724,Oklahoma,2019
434,308,Hawaii,2019
794,294,New Mexico,2019
418,584,Nebraska,2021
432,438,Wyoming,2020
380,747,Montana,2020
692,759,Wyoming,2020
358,599,Wisconsin,2019
285,755,California,2021
480,741,Alabama,2021
459,732,Virginia,2021
517,454,Rhode Island,2021
488,726,Maryland,2021
655,800,Oklahoma,2020
762,491,Montana,2020
281,523,Iowa,2021
771,777,West Virginia,2020
429,314,Iowa,2019
214,548,Louisiana,2021
332,399,Georgia,2020
380,722,North Carolina,2019
586,487,West Virginia,2019
289,362,Tennessee,2019
740,379,Missouri,2020
461,306,Arizona,2019
775,735,Oklahoma,2020
359,699,South Dakota,2021
687,367,Hawaii,2021
656,390,Washington,2021
509,276,Florida,2021
414,631,Indiana,2019
292,518,Nebraska,2021
614,642,Tennessee,2021
763,347,Tennessee,2019
738,706,Nebraska,2021
571,793,Maine,2019
211,399,Alaska,2020
775,461,West Virginia,2021
226,463,Arkansas,2021
212,239,Massachusetts,2021
373,485,Michigan,2019
220,408,Nebraska,2019
357,217,Vermont,2021
602,741,Minnesota,2020
544,663,Connecticut,2020
617,276,Alabama,2019
676,781,New Jersey,2020
298,353,Maine,2021
520,457,Kentucky,2019
626,521,New York,2019
304,554,Hawaii,2021
456,708,Hawaii,2019
759,498,Louisiana,2021
468,201,New York,2020
362,527,Wyoming,2021
414,575,Idaho,2019
473,514,Alabama,2020
386,790,Delaware,2020
458,408,New Mexico,2020
651,258,Maine,2019
399,336,Wisconsin,2020
463,506,Kansas,2021
327,200,Nebraska,2020
748,330,Georgia,2021
341,374,Florida,2021
516,438,Louisiana,2021
563,355,New Jersey,2021
328,322,Indiana,2019
492,479,Oregon,2021
553,577,Utah,2021
676,781,Massachusetts,2020
418,757,Delaware,2021
709,280,Mississippi,2020
331,740,New Hampshire,2021
454,598,South Dakota,2021
342,498,New Jersey,2020
228,459,Montana,2021
644,634,Alabama,2020
639,623,Pennsylvania,2020
261,783,Delaware,2021
261,775,Missouri,2021
556,361,New York,2021
589,800,Alaska,2019
564,240,New Jersey,2019
778,613,Washington,2021
564,607,Minnesota,2020
509,365,Pennsylvania,2021
451,644,Pennsylvania,2019
576,777,Maine,2020
348,515,Missouri,2020
321,660,Maine,2021
741,638,Iowa,2021
265,286,North Carolina,2020
236,464,Oklahoma,2021
297,355,Oregon,2019
661,684,New Mexico,2019
475,674,Kansas,2021
628,620,Indiana,2019
450,685,Arizona,2019
385,232,New Jersey,2019
325,643,Arizona,2019
236,640,New Mexico,2020
668,478,Iowa,2019
657,557,Kansas,2020
580,668,Montana,2020
774,411,Montana,2020
481,397,Hawaii,2020
712,634,Oregon,2020
422,208,Michigan,2020
791,233,Colorado,2021
347,219,West Virginia,2021
511,283,Missouri,2020
271,201,Alaska,2019
269,686,New Mexico,2020
454,459,Missouri,2021
483,699,West Virginia,2020
312,765,Utah,2019
508,578,New Hampshire,2019
480,540,Michigan,2019
267,688,Arizona,2019
542,392,Indiana,2019
710,246,Idaho,2021
540,205,Michigan,2020
476,249,Nebraska,2021
429,749,New Mexico,2019
492,208,Arkansas,2019
348,530,Wyoming,2019
790,414,Montana,2021
325,206,Nevada,2019
351,626,Alabama,2019
248,624,Mississippi,2019
469,615,Texas,2019
597,572,Virginia,2020
528,776,Minnesota,2019
310,610,West Virginia,2021
324,724,Michigan,2019
799,262,Vermont,2020
270,657,Louisiana,2019
236,337,Connecticut,2020
241,282,North Dakota,2019
238,348,California,2019
515,471,Idaho,2021
479,461,Mississippi,2021
542,206,Massachusetts,2019
645,407,New Mexico,2021
694,548,Delaware,2021
317,401,Idaho,2021
633,718,California,2020
230,439,North Carolina,2020
270,228,Idaho,2019
332,643,Illinois,2020
578,618,Virginia,2020
657,255,Louisiana,2021
238,600,Tennessee,2021
310,492,Delaware,2021
547,659,Missouri,2020
439,680,Delaware,2021
264,470,Delaware,2019
300,544,Michigan,2020
713,700,Maryland,2021
253,382,Colorado,2020
710,246,Arkansas,2020
293,227,Hawaii,2020
524,509,Arizona,2021
288,328,New Mexico,2020
461,427,South Dakota,2020
494,707,Montana,2019
315,250,Tennessee,2019
242,699,Louisiana,2019
773,330,Washington,2019
442,769,South Dakota,2021
401,612,Oregon,2021
391,334,Pennsylvania,2019
439,627,Virginia,2020
427,727,Minnesota,2020
513,257,Tennessee,2019
774,299,California,2019
539,648,Texas,2021
401,424,Alaska,2021
403,695,Wisconsin,2019
467,669,Indiana,2021
332,297,Delaware,2019
729,484,Maryland,2020
472,723,Texas,2021
278,653,Colorado,2021
464,305,Virginia,2020
353,408,North Dakota,2020
511,699,Connecticut,2021
418,549,Nevada,2019
394,799,New Mexico,2020
603,422,Vermont,2021
654,610,Illinois,2019
723,734,Vermont,2019
489,458,South Dakota,2019
463,490,Oregon,2019
296,400,Alabama,2020
619,302,Nevada,2020
730,327,West Virginia,2021
283,722,Texas,2021
758,553,New York,2020
605,530,Colorado,2021
764,573,Iowa,2020
658,538,North Dakota,2021
420,763,Texas,2021
412,203,Missouri,2021
458,767,Ohio,2020
544,213,Vermont,2019
412,520,South Carolina,2019
786,625,Wisconsin,2021
563,410,Mississippi,2019
466,236,California,2021
334,505,Delaware,2021
671,704,Missouri,2021
258,450,Illinois,2019
327,721,Indiana,2019
523,523,Georgia,2021
239,618,Vermont,2021
455,455,Georgia,2019
601,535,Wisconsin,2021
593,559,Rhode Island,2021
560,720,Oklahoma,2020
396,788,Maine,2019
456,385,South Carolina,2021
550,240,Texas,2021
555,792,Oklahoma,2021
614,241,Rhode Island,2020
672,390,Washington,2020
700,768,Maine,2019
257,321,Rhode Island,2021
705,335,Missouri,2019
541,705,South Dakota,2020
647,475,Tennessee,2021
516,746,Maryland,2020
319,703,Illinois,2019
326,800,Nebraska,2019
705,687,New Hampshire,2019
529,546,Tennessee,2021
623,594,Hawaii,2020
395,307,Oregon,2020
516,217,Rhode Island,2019
334,613,New Hampshire,2020
728,514,Louisiana,2021
557,412,Nebraska,2020
794,770,South Dakota,2021
642,311,Alaska,2019
363,677,Maine,2020
766,609,Indiana,2020
389,647,Indiana,2021
568,453,Vermont,2021
234,378,Hawaii,2020
391,437,Connecticut,2021
231,780,Arizona,2020
511,584,North Carolina,2021
608,523,Arizona,2019
465,421,North Dakota,2019
706,359,Iowa,2021
301,381,Virginia,2021
283,737,Georgia,2020
254,395,Arkansas,2020
372,430,Illinois,2019
715,758,Nebraska,2021
457,476,Kentucky,2020
320,677,Washington,2021
622,767,Alabama,2020
212,493,Connecticut,2019
652,703,New Hampshire,2020
621,434,Washington,2021
574,274,Delaware,2021
509,202,Utah,2020
573,311,Colorado,2021
580,785,Texas,2019
351,668,Kansas,2021
266,372,New Mexico,2020
563,684,Kansas,2019
526,246,Wyoming,2021
384,238,Wisconsin,2020
677,290,Arkansas,2021
696,794,Missouri,2021
340,351,Massachusetts,2021
770,760,Nevada,2020
258,666,New Mexico,2020
747,494,New York,2020
712,681,Idaho,2019
590,563,California,2020
326,567,South Dakota,2021
361,311,Nevada,2019
617,226,Kansas,2019
244,548,Maine,2021
528,441,New Mexico,2019
415,272,Colorado,2019
760,311,Florida,2019
627,718,Montana,2021
251,486,Georgia,2019
468,469,Mississippi,2019
274,502,Virginia,2020
264,510,Arizona,2020
566,294,New Jersey,2019
493,601,Alabama,2019
526,275,Colorado,2019
490,220,North Carolina,2020
296,575,Missouri,2020
655,352,Florida,2019
225,470,Mississippi,2020
241,352,Missouri,2019
491,204,Colorado,2019
730,682,Arizona,2020
265,702,Montana,2020
602,734,Alaska,2021
800,221,Kansas,2020
649,526,California,2021
759,227,New Mexico,2021
675,706,Washington,2021
353,435,Tennessee,2021
638,790,Ohio,2021
302,237,Oregon,2019
733,624,Connecticut,2020
264,778,Nevada,2019
662,355,Idaho,2021
637,347,Alaska,2020
282,336,Hawaii,2020
480,397,New Hampshire,2020
592,524,Kentucky,2021
423,770,New York,2020
225,800,Rhode Island,2020
